Insurance Company,Product,Age,Premiums,Insurance Policy fees and provisions,Payments,Benefits,Riders benifits,Product info,Face Amounts,More info,Underwriting classes and process,Description
National Life Group,FlexLife NL,0-85 (age nearest birthday),"Minimum= $25.00
Maximum= Both GPT or CVAT Tests allowed","Monthly Policy fee= $6
Premium Load: 6%","

Policy Loan= Available after the first policy year, Participating Variable, Participating Fixed and Standard Loans – 
1035 money available in year 1
Surrender Schedule=10 year
Minimum Interest Rate 2% Fixed Strategy","Banding = Band 1: Minimum Face Amount - $250,000
Band 2: $250,000.01 - $999,999.99
Band 3: $1,000,000.00 - $1,999,999.99
Band 4: $2,000,000 and up
Death Benefit Options= Both Option A and B available, see page 14 for more detail
Withdrawals=  Available after the first policy year, $500 min.","– Accelerated Benefits Riders
– Additional Protection Benefit Rider
– Balance Sheet Benefit Rider
– Benefit Distribution Option Rider
– Charitable Matching Gift Death Benefit Rider
– Children’s Term Rider
– Death Benefit Protection Rider
– Fertility Journey Rider
– Guaranteed Insurability Option Rider

– Lifetime Income Benefit Rider
– Other Insured Rider
– Overloan Protection Rider
– Qualified Plan Exchange Privilege Rider
– Systematic Allocation Rider
– Waiver of Monthly Deductions Rider
– Waiver of Specified Premium Rider","Death Benefit=Both Option A and B available: Option A: The death benefit is equal to the greater of
• The face amount
• The accumulated value multiplied by the applicable 
corridor factor
Option B: The death benefit is equal to the greater of
• The face amount plus the accumulated value
• The accumulated value multiplied by the applicable 
corridor factor
For both options, the death benefit is reduced by any 
policy debt and any monthly deductions due.
Substandard=Table ratings and flat extras available with Standard rate classes. Temporary flat extras available 
with Standard and Express classes","Face Amount= Minimum Face Amount Initial Coverage: $50,000
Base or APB Increase: $25,000

Pension Minimum Face Amount Elite & Preferred: Initial: $25,000; Subsequent: $2,000
Standard: Initial: $5,000, $25,000 in WA; Subsequent: $2,000","Pension Minimum 
Policy Protection Period= 10 years","Underwriting Class=18–50 up to $3M
51–60 up to $1M
61–65 up to $250,000


Substandard= Table ratings and flat extras available with Standard rate classes. Temporary flat extras available
with Standard and Express classes.","For clients seeking opportunities for interest growth based in part on the S&P 500®, Credit Suisse, and US 
Pacesetter. Designed for competitive income distribution opportunities"
National Life Group,PeakLife NL,18-85 (age nearest birthday),"Minimum= $25.00
Maximum= Both GPT or CVAT Tests allowed",,"Surrender Schedule:=10 year
Policy Loan= Available after the first policy year, Participating Variable, Participating Fixed and Standard Loans – 
1035 money available in year 1
Minimum Guaranteed 
Interest Rate 
1%","Banding:= Band 1: $1,000,000 – 4,999,999
Band 2: $5,000,000 and up
Guaranteed Interest Rate=1%
Minimum Base Face Amount= $1,000,000
Withdrawals= Available after the first policy year, $500 min.","– Accelerated Benefits Riders
– Additional Protection Benefit Rider
– Balance Sheet Benefit Rider
– Benefit Distribution Option Rider
– Lifetime Income Benefit Rider

– Overloan Protection Rider
– Systematic Allocation Rider
– Qualified Plan Exchange Privilege Rider
– Waiver of Monthly Deductions Rider
– Waiver of Specified Premium Rider","Death Benefit=Both Option A and B available: Option A: The death benefit is equal to the greater of
• The face amount
• The accumulated value multiplied by the applicable 
corridor factor
Option B: The death benefit is equal to the greater of
• The face amount plus the accumulated value
• The accumulated value multiplied by the applicable 
corridor factor
For both options, the death benefit is reduced by any 
policy debt and any monthly deductions due.
Substandard=Table ratings and flat extras available with Standard rate classes.
+I4Table ratings are not available on all face amounts.
For face amounts $1,000,000 – $2,000,000, the insured would be put into an express class","Minimum Face Amount: $1,000,000 includes both Base and APB coverage
Pension Minimum Face Amount: $1,000,000 underwritten only",1035 Exchanges with Loans= Allowed – up to 50% of gross transferred amount,"Underwriting Class=18–50 up to $3M
51–60 up to $1M

Substandard: Table ratings and flat extras available with Standard rate classes.

Table ratings are not available on all face amounts.
For face amounts $1,000,000 – $2,000,000, the insured would be put into an express class.",
National Life Group,SummitLife LSW,0-85 (age nearest birthday),"Minimum= $25
Maximum=Both GPT or CVAT Tests allowed","
Monthly Policy fee= $6","Surrender Schedule:=10 year
Premium Load= 6% all years
Policy Loan= Available after the first policy year, Participating Variable, Participating Fixed and Standard Loans 
– 1035 money available in year 1
Minimum Guaranteed 
Interest Rate 
1%","Banding= Band 1: $1,000,000 – 4,999,999
Band 2: $5,000,000 and up

Guaranteed Interest Rate=1%

Withdrawals= Available after the first policy year, $500 min.","– Accelerated Benefits Riders 
– Additional Protection Benefit Rider
– Balance Sheet Benefit Rider
– Benefit Distribution Option Rider
– Death Benefit Protection Rider
– Lifetime Income Benefit Rider
– Overloan Protection Rider
– Systematic Allocation Rider
– Qualified Plan Exchange Privilege Rider
– Waiver of Monthly Deductions Rider
– Waiver of Specified Premium Rider","Death Benefit=Both Option A and B available: Option A: The death benefit is equal to the greater of
• The face amount
• The accumulated value multiplied by the applicable 
corridor factor
Option B: The death benefit is equal to the greater of
• The face amount plus the accumulated value
• The accumulated value multiplied by the applicable 
corridor factor
For both options, the death benefit is reduced by any 
policy debt and any monthly deductions due
Substandard=Table ratings and flat extras available with Standard rate classes.
Table ratings are not available on all face amounts.
For face amounts $1,000,000 – $2,000,000, the insured would be put into an express class","Minimum Face Amount: $1,000,000 includes both Base and APB coverage
Pension Minimum Face Amount: $1,000,000 underwritten only","
1035 Exchanges with Loans= Allowed – up to 50% of gross transferred amount","Substandard: Table ratings and flat extras available with Standard rate classes.

Table ratings are not available on all face amounts.
For face amounts $1,000,000 – $2,000,000, the insured would be put into an express class.
","Product Focus:
• Upside potential of interest crediting based in part on
the change in a market index
• Downside protection from the indexed crediting
strategy floor when the index declines
• Flexibility to meet demands of life
• Potential for cash value accumulation
• Estate preservation or equalization
• Five crediting strategies including four indexed
crediting strategies to diversify cash values"
National Life Group,SurvivorLife NL,0-85 (age nearest birthday),"Minimum= $10.00
Maximum=  Both GPT or CVAT Tests allowed","
Monthly Policy fee= $6
Premium Load: 7%","Surrender Schedule=10 year
Policy Loan= Available after the first policy year, Participating Variable, Participating Fixed and Standard Loans – 1035  money available in year 1
Minimum Guaranteed 
Interest Rate 1% Fixed Strategy","Banding: Band 1: Minimum Face Amount to $999,999.99
Band 2: $1,000,000.00 to $4,999,999.99
Band 3: $5,000,000.00 and up

Minimum Interest Rate=1% Fixed Strategy
Minimum Face Amount=$250,000 
Withdrawals= Available after the first policy year, $500 min","– Additional Protection Benefit Rider
– Balance Sheet Benefit Rider
– Death Benefit Protection Rider
– Estate Preservation Rider
– Lifetime Income Benefit Rider
– Overloan Protection Rider
– Policy Split Option
– Premium Deposit Account
– Survivor Protection Rider
– Systemic Allocation Rider","Death Benefit=Both Level and Increasing are available: The policyholder may elect an Option A (level) or 
Option B (increasing) death benefit option.
Option A: The death benefit is equal to the greater of
• The face amount
• The accumulated value multiplied by the applicable 
corridor factor
Option B: The death benefit is equal to the greater of
• The face amount plus the accumulated value
• The accumulated value multiplied by the applicable 
corridor factor
For both options, the death benefit is reduced by any 
policy debt and any monthly deductions due. Substandard=Table ratings and temporary flat extras are available with the Standard Non-Tobacco and Standard 
Tobacco rate classes.
Permanent flat extras are available with any rate class","Minimum Face Amount: Initial Coverage: $250,000
Base or APB Increase: $25,000","Policy Protection Period= 10 years
1035 Exchanges with Loans= Allowed – up to 50% of gross transferred amount","Underwriting Class=Elite Non-Tobacco, Preferred Non-Tobacco, Select Non-Tobacco, Standard Non-Tobacco, Preferred Tobacco, Standard Tobacco, Uninsurable
Table ratings and temporary flat extras are available with the Standard Non-Tobacco and Standard

Tobacco rate classes.
Permanent flat extras are available with any rate class.","Flexible, tax-free death benefit protection for two insureds, such as spouses, family members or business partners. 
Designed for competitive income distribution opportunities to help with estate and wealth transfer planning."
National Life Group,TotalSecure NL,0,,Policy Fees= $50,"
Minimum Guaranteed 
Interest Rate = Whole Life insurance doesn’t credit interest directly to account values. For all life insurance, cash values must be 
greater than statutory minimum cash values determined by formulas and parameters explained in Standard Non forfeiture Law. Part of the formula for determining minimum values is interest and mortality basis. The current 
basis of mortality and nonforfeiture is the 2017 CSO at 3.25%","Face Amount Bands= Band 1: Minimum to $250,000
Band 2: $250,001 to $999,999
Band 3: $1,000,000 and up
Minimum Face= $50,000","– Accelerated Benefits Riders
– Additional Paid-Up Life Insurance Rider
– Beneficiary Insurance Option (NL only)
– Children’s Term Rider
– Exchange to New Insured
– FlexTerm Dividend Option
– Guaranteed Insurability Rider
– Qualified Plan Exchange Privilege
– Term Riders
– Waiver of Premiums Rider","Substandard=Table ratings are available for standard rate classes. For face amounts up to and including $2,000,000, nonsmoker insureds with a table rating of 300% or less and smoker insureds with a table rating of 200% or less will be placed in an express class. Temporary flat extras available with standard rate classes and express rate classes. Permanent flat extras available for all rate classes.","Minimum Face Amount $50,000
Pension Minimum Face Amount Initial Face Amount: Standard Classes: $5,000; Preferred Classes: $50,000; For subsequent policies

on the same life, $5,000 minimum face","

Pension Cases= For pension cases, this product will be available under the same underwriting rules as non-pension 
cases, plus automatic issue, simplified issue, and guaranteed issue
Dividend Options= Cash: Dividends may be taken in cash.
Applied: Dividends reduce premium payment.
Additions: Dividends purchase additional paid-up life insurance.
Internal Paid-Up Insurance: Dividends applied to convert ordinary insurance to paid-up insurance.
Held: Dividends held at the company at an interest rate guaranteed not to be less than 1%.
Flex Term: Dividends, net rider premiums, and any excess premium purchase a blend of one-year 
term insurance and additional paid-up life insurance. This option is available through the Flex 
Term Dividend Option Rider for an additional cost.","Underwriting Class=18–50 up to $3M
51–60 up to $1M
61–65 up to $250,000","A flexible premium product that allows extra premium to pay-up portions of the policy. 
Low required premium, strong death benefit, high cash value guarantees."
National Life Group,BasicSecure NL,0-85 (age nearest birthday),"Minimum Face Amount $50,000 ($25,000 for pension cases)",Monthly Policy Fee=$10,"Surrender Schedule=10 year
Minimum Guaranteed 
Interest Rate
1%","Bands= Band 1: Minimum to $250,000
Band 2: $250,001 to $2,000,000
Band 3: $2,000,001 and up
Guaranteed Interest Rate=1%

Guaranteed Accumulated Value Enhancement= 0.35% in policy year six","– Accelerated Benefits Riders
– Additional Protection Benefit Rider
– Charitable Matching Gift Rider
– Children’s Term Rider
– Death Benefit Protection Rider
– Guaranteed Insurability Rider
– Overloan Protection Rider 
– Premium Deposit Account
– Qualified Plan Exchange Privilege
– Waiver of Monthly Deduction
– Waiver of Specified Premium","Substandard=Table ratings and flat extras are available with the standard rate classifications. 
Temporary flat extras available with Standard and Express classes.","Minimum Base Face Amount $50,000 ($25,000 for pension cases)","
Guaranteed Accumulated 
Value Enhancement= 0.35% in policy year six and later
Death Benefit Protection Rider= 
Issue Age :Guaranteed Period
0 - 54 :20
55 - 64 :15
65 -75 :10","Underwriting Class=18–50 up to $3M
51–60 up to $1M
61–65 up to $250,000","Permanent life insurance with lower cost death benefit protection, designed for secure and flexible coverage."
National Life Group,Term NL,"18, maximum issue age varies with term product (age nearest birthday)","Premium Modes/Factors= Annual, semi-annual, quarterly, or monthly (EFT)
For premium modes other than annual, multiply the annual premium (including 
policy fee) by the following factors:
Semi-annual .510
Quarterly .260
Monthly (EFT) .088

Premium structure =Term – 10-G
• 10-G premiums are guaranteed and level for 10 years.
• After 10 years, premiums increase annually until
age 95.
• Premiums provide excellent value for your client’s
short-term insurance needs.
Term – 15-G
• 15-G premiums are guaranteed and level for 15 years.
• After 15 years, premiums increase annually until
age 95.
• Premiums are designed to be competitive and
provide excellent value for your client.
Term – 20-G
• 20-G premiums are guaranteed and level for 20 years.
• After 20 years, premiums increase annually until
age 95.
• Products are designed to be compatible with the
life event market focus, especially when using the
optional riders.
Term – 30-G
• 30-G premiums are guaranteed and level for 30 years.
• After 30 years, premiums increase annually until
age 95.
• Products are designed to be compatible with the
life event market focus, especially when using the
optional riders.",Policy Fee= $75 annually,,"Banding Levels= Up to $249,999 
$250,000 – $2,000,000
$2,000,000+

Minimum Face= $100,000 ","Accelerated Benefits Riders
Children’s Term Rider
Waiver of Premium Rider","Death Benefit=Remains level for the entire term of the contract; it will not decrease as long as the 
policy is in force","Minimum Face $100,000","
Premium Modes/Factors= Annual, semi-annual, quarterly, or monthly (EFT)
For premium modes other than annual, multiply the annual premium (including 
policy fee) by the following factors:
Semi-annual .510
Quarterly .260
Monthly (EFT) .088
Renewable to Age= 95
Policy Expiration= The policy remains in force until the policy anniversary following the insured’s 
95th birthday","Underwriting Class=18–50 up to $3M
51–60 up to $1M
61–65 up to $250,000
Rate Classes= Elite Non-Tobacco
Preferred Non-Tobacco
Select Non-Tobacco 
Standard Non-Tobacco
Express Standard Non-Tobacco 1 
Express Standard Non-Tobacco 2 
Preferred Tobacco
Standard Tobacco
Express Standard Tobacco","Guaranteed Series provides the longest guaranteed premium period through four level term life insurance contracts 
– G10, G15, G20, G30.
Each contract is competitively priced with current premiums guaranteed to remain level for 10, 15, 20 or 30 years, 
respectively.
National Life’s Annual Renewable Term (ART) is available on both NL and LSW paper, and is a competitively priced, 
annually renewable term life insurance policy with current and guaranteed premiums, both of which increase 
annually.
Term offers the lowest initial cost of all our products and a level amount of life insurance coverage during the term 
period with no cash value accumulation."
AMERICAN NATIONAL,Signature Guaranteed Universal Life,"18–80 (non-nicotine)
18–75 (nicotine","Modes = Annual Semi-annual Quarterly
Monthly EFT Biweekly available",,"Surrender Charges= First 10 Policy Years
Loan= Fixed Loan: 4.50% in arrears","Guaranteed Coverage Period = 10-year Minimum Premium Guarantee
Death Benefit Guarantees=Option A: specified amount only 
","Guaranteed Cash-Out Rider
Disability Waiver of Stipulated Premium Rider Children - s Term Rider
Accelerated Benefit Riders
",Product Focus= Guaranteed level death benefit coverage with level premiums to age 121,"Minimum: 
$25,000

Face Amount Bands:
$25,000 to $99,999 $100,000 to $249,999 $250,000 to $499,999 $500,000 to $999,999 $1,000,000+","Marketing Strategies=
• Clients looking for a guaranteed death benefit
• Three opportunities to receive a guaranteed cash-out of premiums paid in exchange for a full 
surrender
• Contractual late payment forgiveness
• Highly competitive premiums

Minimum Guaranteed = Interest Rate N/A
Preferred Loans = N/A","Underwriting Class=Preferred Plus TNU
Preferred TNU & TU
Standard Plus TNU
Standard TNU & TU
Tables 1–16",Guaranteed level death benefit coverage with level premiums to age 121.
AMERICAN NATIONAL,"Executive Universal Life
",0–85,"Modes= Annual
Semi-annual
Quarterly
Monthly EFT
Salary savings and government allotment allowed",Preferred Loans Available at anytime,"Surrender Charges= First 15 Policy Years
Loan= Fixed Loan: 5% in arrears","Guaranteed Coverage Period = All Ages -10 Years
Guaranteed Interest Rate = 2.0% credited to accumulation value
Death Benefit Guarantees=
Option A: specified amount only
Option B: specified amount plus accumulation value
Option C: specified amount plus the sum of all premiums paid, excluding premium paid by any disability waiver, less any partial surrenders - available only at issue.
","Overloan Protection Benefit
Accelerated Benefit Riders
Disability Waiver of Minimum Premium or Monthly Deductions Rider1 Disability Waiver of Stipulated Premium Rider1
Children - s Term Rider
Guaranteed Increase Option Rider","Product Focus= To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; 
this can be used for cash value accumulation and retirement income","Minimum: 
$100,000

Face Amount Bands:
$100,000 to $249,999 $250,000 to $499,999 $500,000 to $999,999 $1,000,000 +","Marketing Strategies= • Clients that need a product for different things throughout their life
• Supplement retirement income with tax-free loans
• Ideal for couples and business partners
• Protection from negative market returns","Underwriting Class=Preferred Plus TNU
Preferred TNU & TU 
Standard Plus TNU 
Standard TNU & TU 
Sub-standard: Tables 1–16","To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; 
this can be used for cash value accumulation and retirement income

Maturity =The policy’s surrender value will be paid on the policy anniversary following the insured’s attained age 
of 121."
AMERICAN NATIONAL,"Signature Performance Indexed Universal Life
",0–85,Annual Semi-annual Quarterly Monthly EFT,,"Surrender Charges= First 15 Policy Years
Loan=
Fixed Loan: 6% in arrears
Variable Loan: will not exceed 18%","Guaranteed Coverage Period = All Ages -15 Years
Guaranteed Interest Rate =Minimum Guaranteed Interest Rate - 2.0%
Fixed Interest Rate - declared monthly by company
Death Benefit Guarantees=
Option A: specified amount only
Option B: specified amount plus accumulation value Option C: specified amount plus the sum of all
premiums paid, excluding premium paid by any disability waiver, less any partial surrenders - available only at issue.","Overloan Protection Benefit Rider
Accelerated Benefit Riders
Disability Waiver of Minimum Premium or Monthly
Deductions Rider
Disability Waiver of Stipulated Premium Rider Children - s Term Rider
Guaranteed Increase Option Rider","Product Focus= To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; this 
can be used for cash value accumulation and retirement income.","Minimum: $25,000

Face Amount Bands:
$25,000 to $99,999 $100,000 to $249,999 $250,000 to $499,999 $500,000 to $999,999 $1,000,000+","Marketing Strategies=
• Clients that need a product for different things throughout their life
• Supplement retirement income with tax-free loans
• Ideal for couples and business partners
• Protection from negative market returns
Maturity= The policy’s surrender value will be paid on the policy anniversary following the insured’s attained age of 
121.","Underwriting Class=Preferred Plus TNU
Preferred TNU & TU
Standard Plus TNU
Standard TNU & TU
Sub-standard: Tables 1–16 & flat extras","To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; this 
can be used for cash value accumulation and retirement income."
AMERICAN NATIONAL,"Signature Protection Indexed Universal Life
",18–80,"Annual Semi-annual Quarterly Monthly EFT
",,"Surrender Charges= First 19 Policy Years
Loan=
Fixed Loan: 6% in arrears
Variable Loan: will not exceed 18% (10% in FL)","Guaranteed Coverage Period = 15-Year Minimum Premium
Guaranteed Interest Rate=Minimum Guaranteed Interest Rate - 1.5%
Fixed Interest Rate - declared monthly by company
Death Benefit Guarantees=
Option A: specified amount only
Option B: specified amount plus accumulation value","Overloan Protection Benefit Rider Accelerated Benefit Riders
Disability Waiver of Stipulated Premium Rider Children - s Term Rider","Product Focus= To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; this 
can be used for cash value accumulation and retirement income.","Minimum: $250,000

Face Amount Bands:
$250,000 to $499,999 $500,000 to $999,999 $1,000,000+","Marketing Strategies=
• Clients that need a product for different things throughout their life
• Supplement retirement income with tax-free loans
• Ideal for couples and business partners
• Protection from negative market returns
Maturity= The policy’s surrender value will be paid on the policy anniversary following the insured’s attained age of 
121.","Underwriting Class=Preferred Plus TNU
Preferred TNU & TU
Standard Plus TNU
Standard TNU & TU
Sub-standard: Tables 1–16 & flat extras","To provide for needs throughout a client’s life. This product is not limited to just a death benefit option; this 
can be used for cash value accumulation and retirement income."
AMERICAN NATIONAL,"Signature Whole Life
","0–80 Age nearest (non-nicotine)
18–75 Age nearest (nicotine) ","Annual :1.0000,Semi-annual :  0.5150, Quarterly: 0.2650 Monthly EFT: 0.0864
",,Loan= 8% in arrears,,"Accelerated Benefit Riders Children - s Term Rider
Disability Premium Waiver
Paid-up Additions Rider Guaranteed Insurance Option Rider","Product Focus=Providing a fixed premium product that allows additional payments to be applied to the policy. 
This product allows for a paid-up policy, as well as low premiums, a death benefit, and cash-value 
guarantees ","Minimum: $10,000

Face Amount Bands:
$10,000 to $99,999 $100,000 to $249,999 $250,000 to $999,999 $1,000,000+",,"Underwriting Class=Preferred Plus TNU
Preferred TNU & TU
Standard Plus TNU
Standard TNU & TU
Sub-standard: Tables 1–16 & flat extras","Providing a fixed premium product that allows additional payments to be applied to the policy. 
This product allows for a paid-up policy, as well as low premiums, a death benefit, and cash-value 
guarantees."
AMERICAN NATIONAL,"Limited Pay Whole Life (Pension Only - Unisex)
","Pay to age 65: 18–55 (Age nearest)
Pay for 10 years: 56–70 (Age nearest)","Annual :1.0000,Semi-annual :  0.5150, Quarterly: 0.2650 Monthly EFT: 0.0864
",,Loan= 8% in arrears,,"Accelerated Benefit Riders Disability Premium Waiver
","Product Focus= Providing a fixed premium product that allows additional payments to be applied to the policy. 
This product allows for a paid-up policy, as well as low premiums, a death benefit, and cash-value 
guarantees","Minimum: $10,000

Face Amount Bands: 
$10,000 to $99,999 $100,000 to $249,999 $250,000 to $499,999 $500,000 to $999,999 $1,000,000+",,"Underwriting Class=Preferred Plus TNU
Preferred TNU & TU
Standard Plus TNU
Standard TNU & TU
Sub-standard: Tables 1–16 & flat extras","Providing a fixed premium product that allows additional payments to be applied to the policy. 
This product allows for a paid-up policy, as well as low premiums, a death benefit, and cash-value 
guarantees.
Maturity The policy’s death benefit will be paid on the policy anniversary following the insured’s attained age of 121."
AMERICAN NATIONAL,"Xpress
(Formerly Underwriting Express)
",0–65,Not Available,,N/A,,,"Application Full application
e-App Available, but not required

(may not be available in some states.)","Up to $249,999

All individual American National life insurance products.","Available Products and
Face Amounts All individual American National life insurance products.",Underwriting Class=Standard & All Substandard Classes,
AMERICAN NATIONAL,Xpress Plus,18–60,Not Available,,N/A,,,"Application Full application

e-app= required","Ages 18–50: $250,000 – $1,000,000
Ages 51–60: $250,000 – $500,000

All individual American National life insurance products.","Available Products and
Face Amounts All individual American National life insurance products.","Underwriting Class=Standard & Better Classes( Cases rated substandard will be disqualified from the Xpress Plus program but are still eligible for issue 
with full underwriting)",
American Amicable,Easy term,"10-year level premium = Non-Tobacco : Ages 18 – 70, Tobacco : Ages 18 – 70
20-year level premium = Non-Tobacco : Ages 18 -65 , Tobacco : Ages 18 – 65
30-year level premium = Non-Tobacco : Ages 18 – 55 , Tobacco : Ages 18 – 55
20-year ROP = Non-Tobacco : Ages 18 - 60 , Tobacco : Ages 18 – 60
30-year ROP = Non-Tobacco : Ages 18 - 50 , Tobacco : 18 – 50","Monthly .094
Quarterly .273
Semi-Annual .537",$60 Annually (fully commissionable),,,"TERMINAL ILLNESS ACCELERATED DEATH BENEFIT RIDER
Policy Form No. 9473 (AA, OL, PA, PS); TIA302 (iA); In CA Form No. 3575
With this benefit, you may receive up to 100% of the death benefit proceeds of the policy if diagnosed as terminally ill
where life expectancy is 24 months or less (12 months in some states). Rider is added to every policy (where available)
at no additional premium. During acceleration, the Company will add an actuarial adjustment factor and an administrative charge of $150. Remember to leave disclosure statement Form No. 9474 (AA, OL, PA, PS), TI501 (iA), or 3575-D in
CA, with the applicant at point-of-sale. For California, please refer to Form No. 3672-CA for rider details.
ACCELERATED BENEFITS RIDER-CONFINED CARE
Policy Form No. 9674 (AA, OL, PA, PS); AB301 (iA)
With this benefit, if you are confined to a nursing home at least 30 days after the policy is issued, you may receive a
monthly benefit of 2.5% of the face amount per month up to $5,000. The cash value (if any), the amount available for
loans (if any), and the premium for the policy will decrease in proportion to the amount of the proceeds paid. This rider
(where available) is added to policies issued at no additional premium. The proceeds of the accelerated benefit will
reduce the death benefit proceeds by the amount of the proceeds paid. Remember the disclosure statement Form
No. 9675 (AA, OL, PA, PS); AB502 (iA) must be presented to the applicant at point-of-sale. (Rider not available in CT, DC,
IN, MA, NJ, VA, & WA)
CHRONIC ILLNESS ACCELERATED DEATH BENEFIT RIDER
Policy Form No. 3579
With this benefit, a portion of the death benefit proceeds may be accelerated early if an authorized physician certifies
that the proposed insured is chronically ill. Chronically ill defined as:
1) Becoming permanently unable to perform, without substantial assistance from another person, at least two activities
of daily living (eating, toileting, transferring, bathing, dressing, and continence) for a period of at least 90 consecutive
days due to loss of functional capacity; or
2) Requiring substantial supervision for a period of at least 90 consecutive days by another person to protect oneself
from threats to health and safety due to severe cognitive impairment.
The chronic illness must have occurred after the effective date of the rider.
Under the terms of this rider, the Owner may request to receive portions of the death benefit (minimum of $1,000) up
to 25% and as often as one time per calendar year. An administrative fee of $100 will be assessed at the time of each
acceleration. These requests can be made up to a maximum equaling 95% of the policy death benefit or a maximum
amount of $150,000. The cash value (if any), the amount available for loans (if any), and the premium for the policy will
decrease in proportion to the amount of the proceeds paid. This rider is automatically added to policies (where available)
and requires no additional premium. The proceeds of the accelerated benefit will reduce the death benefit proceeds
by the amount of the proceeds paid. Remember the disclosure statement Form No. 3579-D must be presented to the
applicant at point-of-sale. Rider not available in all states.","Non-ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy
to any plan of whole life or endowment insurance that the Company offers for conversion as of the
effective date of the conversion. Conversion is allowed on or before the earlier of (a) the expiry date;
or (b) the policy anniversary following the insured’s attained age of 75; or (c) within five years from the
policy date if later than the policy anniversary following the insured’s attained age of 75.
ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy to
any plan of whole life or endowment insurance that the Company offers for conversion as of the effective
date of theconversion. Conversion is allowed on or before the earlier of the policy anniversary on which
the level premium period ends or the policy anniversary with the insured’s age of 75.","Ages 18 - 45  : $500,000
Ages 46 - 70 : $300,000
Premium Bands Band 1 Face amounts $25,000 to $74,999
Band 2 Face amounts $75,000 to $500,000",,,
American Amicable,Express UL,"15-75 Non-Tobacco
18-75 Tobacco","Annual,
Semi-Annual
Quarterly
Bi-Weekly allotment
Monthly bank-draft are available(no modal factors)","$127 annually (Commissionable)
Guaranteed is 1% in all states except California. The guaranteed interest rate in 
California is 3%","COST OF INSURANCE =
The Cost of Insurance (COI) is a monthly charge that appears on the Benefit Description pages of the policy. Guaranteed Maximum COIs are also listed on the Benefit Description pages. The calculation for the cost of insurance is defined in the policy. 
SURRENDER CHARGE =
A surrender or a partial surrender may be made under the terms of the policy. The surrender charges are located on the Benefit Description pages. 
POLICY LOAN = 
A policy loan can be taken at any time. The amount cannot exceed the Accumulation Value minus Surrender Charge as of the date the loan is requested. The loan interest is 7.4%, 5.7% in US Virgin Islands.","The Family Insurance Agreement (FIA) provides coverage for children under 18 and spouses aged 15-60. Children are covered for $3,000 per unit until age 25, with the option to convert to a whole life or endowment plan at five times the base rate. Spouse coverage is offered as decreasing term coverage based on age, expiring at age 65, and detailed in a specific chart. The FIA rider expires when the primary insured reaches 65, and the cost per unit is $39 annually, with a maximum of five units (combined FIA and CIA). If additional or alternative coverage for the spouse is needed, a separate policy can be applied for.
The Children’s Insurance Agreement (CIA) offers term insurance for children aged 15 days to 17 years, providing $3,000 per unit until age 25. At 25, the coverage is convertible to a whole life or endowment plan at five times the original coverage. The rider, available to primary insureds aged 15-50, costs $8.52 annually per unit and expires at the earlier of the primary insured reaching age 65 or the child turning 25. A maximum of five units is allowed in combination with Family Insurance Agreement (FIA) units.
The Waiver of Premium Disability Agreement (WP) allows the policyholder, aged 15-55, to have their policy premiums waived in the event of permanent and total disability, as defined in the rider agreement. This rider coverage expires at age 60 unless it is already in effect. The annual rate per $100 of premium to be waived increases with age, starting at $1.86 for age 15 and rising progressively to $16.98 by age 55.","The Total Disability Benefit Rider provides a monthly benefit for insured individuals aged 18-55 who become totally disabled, as defined in the rider agreement. The benefit is up to 2% of the life insurance specified amount, with a maximum of $1,500 per month (or $900 for those earning under $25,000 annually). The benefit begins after a 60-day elimination period (180 days in Maryland) and is not retroactive, with a maximum benefit period of two years, provided the disability starts before age 65. Premiums vary by age, starting at $9.78 annually per $100 of monthly benefit for age 18, increasing with age.
The Accident Only Total Disability Benefit Rider (AODIR) provides a monthly benefit for insured individuals aged 18-55 who become totally disabled due to an accident, as defined in the rider agreement. The benefit is up to 2% of the life insurance face amount, with a maximum of $2,000 per month (or $900 for those earning under $25,000 annually). The benefit begins after a 60-day elimination period and is not retroactive, with a maximum benefit period of two years, provided the disability starts before age 65. Annual premiums vary by age, starting at $8.77 per $100 of monthly benefit for age 18 and increasing with age. Note that the AODIR cannot be issued on the same policy as the Total Disability Benefit Rider.
The Accidental Death Benefit Agreement (ABD) provides a benefit to the beneficiary if the insured, aged 15-64, dies due to an accident. The benefit amount ranges from a minimum of $1,000 to a maximum of $200,000 or five times the face amount of the policy, whichever is less. The benefit terminates at age 65. Annual premiums per $1,000 of coverage vary by age, starting at $0.96 for ages 15-35 and increasing with age.","ISSUE LIMITS Minimum: $25,000 or $20 monthly premium (excluding riders), whichever is greater
Maximum: $500,000",,,"Male/Female
Tobacco/Non-Tobacco",
